1,"$10\,000 Gold?",Steigt Gold auf 10.000 Dollar?
34,"So\, yes\, there are solid fundamentals that arguably support today’s higher gold price\, although it is far more debatable whether and to what extent they will continue to support higher prices in the future.","Also\, ja\, manche Fundamentaldaten untermauern durchaus die heutigen Goldpreise\, obwohl es fraglich ist\, ob und in welchem Ausmaß sie höhere Preise auch in Zukunft untermauern werden."
25177,It is likely that these projections are unrealistic.,"Erweisen sich die Prognosen von Aurora als richtig\, könnte Kopenhagens Windkraftprojekt ein massiver Fehlschlag werden und um 50 Prozent mehr kosten als die eingesparten Stromkosten ausmachen.   "
12529,"In an ideal world\, America’s next president would rapidly embark on a two-step approach to restoring job dynamism and financial soundness.","In einer idealen Welt würde der nächste US-Präsident schnellstmöglich ein zweistufiges Programm durchführen\, um Arbeitsplätze zu schaffen und die Finanzen zu sanieren."
37519,What will this new center of power mean for the transformation of Chinese society?,"Trotz staatlicher Bemühungen\, das Internet zu kontrollieren\, wurde hier ein Raum geschaffen\, der das zunehmende Rechtsbewusstsein innerhalb der chinesischen Gesellschaft stützt."
35,"Indeed\, another critical fundamental factor that has been sustaining high gold prices might prove far more ephemeral than globalization.","Ein weiterer entscheidender und grundlegender Faktor\, der zu hohen Goldpreisen beitrug\, könnte sich als weit kurzlebiger erweisen als die Globalisierung."
36,Gold prices are extremely sensitive to global interest-rate movements.,Der Goldpreis ist extrem empfindlich hinsichtlich globaler Veränderungen des Zinssatzes.
12530,"First\, he would devise a comprehensive set of economic-policy initiatives that are both feasible and desirable – and\, again\, the scope for major differences here is limited.","Zuerst würde er ein umfassendes Paket praktikabler und wünschenswerter wirtschaftspolitischer Initiativen ins Leben rufen – und hier ist\, wie gesagt\, die Bandbreite möglicher Differenzen gering."
37520,"Since the mid-1990s\, Chinas government has promoted the rapid growth of the internet for its economic benefits.","Da Verbreitung und Flexibilität des neuen Mediums die Zensur der traditionellen Medien erschweren\, spielt der durch das Internet ermöglichte soziale Aktivismus eine zunehmend einflussreichere Rolle bei der Rechtsreform in China sowie der Entwicklung seiner im Werden begriffenen Zivilgesellschaft."
25178,"Look at the long-term price trends of coal and gas\, which power the vast majority of global electricity production.","Statt es den Politikern zu ermöglichen\, öffentliche Mittel für Wohlfühl-Klimaprojekte auf Grundlage langfristiger – und unzuverlässiger – Prognosen auszugeben\, sollten die Bürger ihre politischen Vertreter ermutigen\, diese Mittel in Forschung und Entwicklung sauberer Energien zu stecken\, mit dem Ziel\, die erneuerbaren Energieträger so kostengünstig zu gestalten\, dass sie fossile Energieträger auf den Märkten ausschalten."
37,"After all\, gold pays no interest and even costs something to store.",Schließlich bringt Gold keine Zinsen und die Lagerung kostet sogar etwas.
25179,"Despite a recent increase\, real coal prices have been trending downward since the 1950s.",Initiativen wie das Windkraftprojekt in Kopenhagen sind  - so großartig sich die Vorhaben auch anhören - letztlich nicht mehr als teure Projekte der Eitelkeit.
37521,But it has also been developing a sophisticated political and technological system to control online information.,"""Chinas 70 Millionen \,\,Netzbürger\"" befinden sich möglicherweise in einer erstklassigen Position\"," um die Umgestaltung der Gesellschaft zu lenken und die Zukunft des Landes zu bestimmen."""
12531,"Second\, he would accompany this with an explicit set of social policies – and here the potential differences are profound – that addresses the need for equitable burden-sharing.","Zweitens würde er diesem ein sozialpolitisches Maßnahmenpaket zur Seite stellen\, das explizit die Notwendigkeit gerechter Lastenverteilung berücksichtigt – und hier sind die möglichen Unterschiede gewaltig."
38,"Today\, with interest rates near or at record lows in many countries\, it is relatively cheap to speculate in gold instead of investing in bonds.","Angesichts der in vielen Ländern teilweise auf einem Rekordtief befindlichen Zinsen ist es relativ billig\, mit Gold zu spekulieren\, anstatt in Anleihen zu investieren."
39,"But if real interest rates rise significantly\, as well they might someday\, gold prices could plummet.","Wenn aber die realen Zinssätze signifikant ansteigen\, wie dies eines Tages durchaus möglich ist\, könnte der Goldkurs abstürzen."
37522,"The government employs a host of new legal regulations\, a shadowy internet police force\, and a powerful hardware-based national information filtering system.","Der Ausgang dieses großartigen Experiments\, in dem eine autoritäre Regierung\, die sich einer Politik der Überwachung verschrieben hat\, ihre Kräfte mit einer Informationstechnologie misst\, die ihrem Wesen nach einer solchen Überwachung widerstrebt\, ist alles andere als sicher."
25180,"In the United States\, the shale-gas revolution\, facilitated by the development of hydraulic fracturing (“fracking”)\, has brought prices to their lowest levels since natural gas gained prominence after the oil crises of the 1970s. With many more countries set to tap shale-gas reserves over the next decade\, this downward trend will most likely continue\, helping to lower the price of electricity generation further.",Aufstellung der richtigen globalen Ziele
12532,"This is not really an election about such hotly-debated issues as outsourcing\, tax increases versus entitlement reforms\, government control of production versus unfettered private sector activity\, or job creators versus free riders.","In diesem Wahlkampf geht es nicht wirklich um solche heiß diskutierten Themen wie Ausgliederung\, Steuererhöhungen oder Sozialreformen\, Regierungskontrolle oder ungehinderte Aktivität des Privatsektors und Schaffung von Arbeitsplätzen oder Trittbrettfahrer."
25181,That is why Aurora Energy Research recently projected a significant decline in electricity prices for the next three decades.,KOPENHAGEN – Die Welt ist während des letzten halben Jahrhunderts im Allgemeinen ein deutlich besserer Ort geworden.
40,"Most economic research suggests that gold prices are very difficult to predict over the short to medium term\, with the odds of gains and losses being roughly in balance.","Aus den meisten ökonomischen Forschungsergebnissen geht hervor\, dass eine kurz- bis mittelfristige Prognose des Goldpreises sehr schwierig ist\, wobei sich die Chancen auf Gewinn und Verlust ungefähr ausgleichen."
12533,"It is much more about the accompanying concepts of social fairness\, entitlement\, equality and\, yes\, standards of behavior for a rich and civilized society.","Wichtiger sind vielmehr die dahinter stehenden Konzepte von sozialer Fairness\, Berechtigungen\, Gleichheit\, und\, ja\, Verhaltensstandards für eine reiche und zivilisierte Gesellschaft."
37523,"Control also relies on the demography of internet users\, most of whom belong to Chinas economic elite and are more likely to adopt the internet as part of a newfound consumer lifestyle than as a tool for political or social revolution.","Was passiert\, wird uns letztlich möglicherweise ebenso viel über den grundlegenden Charakter des Internets in unserer sich entwickelnden Welt aussagen wie über den Wandel in China."
41,It is therefore dangerous to extrapolate from short-term trends.,"Daher ist es gefährlich\, aus kurzfristigen Trends Prognosen abzuleiten."
25182,"Fracking technology has also enabled the US to tap its large shale-oil reserves\, making it the world’s largest petroleum producer\, ahead of Saudi Arabia.","Skeptiker werden über die Vorstellung einer generellen Verbesserung spotten\, doch die Zahlen lügen nicht."
37524,What is surprising is that the governments control mechanisms have been largely effective.,Chinas Krieg gegen die Ungleichheit
42,"Yes\, gold has had a great run\, but so\, too\, did worldwide housing prices until a couple of years ago.","Ja\, mit Gold ist es prima gelaufen\, aber bis vor ein paar Jahren war es auch mit weltweiten Immobilienpreisen so.  "
12534,"This is an election about social responsibility – a society’s obligation to support those who are struggling\, through no fault of their own\, to find jobs and make ends meet.","Diese Wahl handelt von sozialer Verantwortung – der gesellschaftlichen Verpflichtung\, diejenigen zu unterstützen\, die ohne eigenes Verschulden Schwierigkeiten haben\, Arbeit zu finden und über die Runden zu kommen."
25183,"Citigroup estimates that\, by 2020\, oil will cost just $75 per barrel\, and the former head of international forecasting at the OECD suggests that the number could be closer to $50.","Die Aufgabe\, vor der wir nun stehen\, ist es\, die Welt noch besser zu gestalten."
25184,"This is inconvenient for climate mandarins in the UK and Copenhagen alike\, because it reduces clean energy’s allure.",Im Jahr 1960 starben weltweit 20 Millionen Kinder im Alter von unter fünf Jahren.
12535,"It is about protecting the most vulnerable segments of society\, including by providing them access to proper health coverage.","Es geht darum\, die verletzlichsten Schichten der Gesellschaft zu schützen und ihnen Zugang zu angemessener Gesundheitsfürsorge zu bieten."
43,"If you are a high-net-worth investor\, a sovereign wealth fund\, or a central bank\, it makes perfect sense to hold a modest proportion of your portfolio in gold as a hedge against extreme events.","Wenn Sie ein vermögender Investor\, ein Staatsfonds oder eine Zentralbank sind\, ist es unbedingt sinnvoll\, einen bescheidenen Teil Ihres Portefeuilles zur Absicherung gegen extreme Ereignisse in Gold zu halten."
37525,"But it is also prompting profound social changes that are rooted in a rising rights consciousness within society\, something strengthened--and amplified-- not only by the growth of the economy\, but by the rapid spread of the internet.","PEKING – Eines der wichtigsten neuen Ziele im „Fünfjahresplan für wirtschaftliche und soziale Entwicklung“\, den China soeben erst vorgestellt hat\, besteht darin\, die Wachstumsrate des (verfügbaren) Einkommens der Privathaushalte zu steigern\, um sie der BIP-Wachstumsrate des Landes anzugleichen."
25185,"Even if fossil-fuel-powered electricity prices remain constant\, Copenhagen’s wind turbines become a net drain.",2011 starben immer noch viel zu viele Kinder.
